"Title","author","published","ISBN","price","image","category","category","category","category"
"Danmarks Byremser","August F. Schmidt","Der er fra mange egne i Danmark optegnet Byremser, hvori der søges sagt noget træffende, morsomt eller nedsætttende, om en egn, et sogn eller en landsby.  Rytmiske og rimende sammenstillinger af stednavne. Hft. 232sider. God stand. 
SPAR PORTO ved at købe mere samlet - indtil 5kg sendes for 40kr. - til afhentning i pakkeshop.","978-87-02-14391-1","30 kr","http://www.bogbasen.dk/images/3739740_125_125.jpg","Lokalhistorie"
"Faraoner og Mennesker - kulturbilleder fra det gamle Ægypten","Torgny Säve-Söderbergh"," fra 1959 på forlaget Det schønbergske","978-87-02-14391-1","20 kr","http://www.bogbasen.dk/images/3652441_125_125.jpg","Historie:Kultur"
"Nordiske Guder og Sagnhelte - fortællinger","Ole Pedersen"," fra 1986 på forlaget Dansklærerforeningen","8787813777","30 kr","http://www.bogbasen.dk/images/3481747_125_125.jpg","Samfund & historie"
"Fra fællesskab til blodbad - Kalmarunionen 1397-1520","Vivian Etting","1. udgave fra 1998 på forlaget Gyldendal","8700288888","40 kr","http://www.bogbasen.dk/images/3652461_125_125.jpg","Historie:Danmark"
"De kongelige Amtmænd - en erindringsbog om amtmænd og amter før 1970","Florian Martensen-Larsen m.f. (Red)"," fra 1992 på forlaget Jurist- og Økonomforbundet","8757466408","20 kr","http://www.bogbasen.dk/images/3656077_125_125.jpg","Samfund & historie"
"Husmandsliv under afvikling - Udvikling og forandring i et Sønderjydsk Landbosamfund 1975-2000","Gunnar Solvang"," fra 1999 på forlaget Landbohistorisk Selskab","8787153416","30 kr","http://www.bogbasen.dk/images/3720735_125_125.jpg","Samfund & historie"
"Grønlands pionerer - kapitler af Grønlands opdagelseshistorie","Johannes Holsting","Om Grønlands historie og beretninger fra de forskellige ekspeditioner gennem tiden. Hft.174sider, illustreret. Som ny, uopskåret. 317gram.","87-555-0612-7","30 kr","http://www.bogbasen.dk/images/3652979_125_125.jpg","Samfund & historie","Grønland"
"Lokal Historie - en håndbog","Knud Prange"," fra 1989 på Dansk Historisk Håndbogsforlag","87-88742-38-5","30 kr","http://www.bogbasen.dk/images/3725967_125_125.jpg","Lokalhistorie"
"Bruxelles. Politikens visuelle Guide","Politiken","1. udgave fra 2001 på forlaget Politikens. Hft., 192 sider. ","87-567-6366-2","20 kr","http://www.bogbasen.dk/images/3736968_125_125.jpg","Rejsebøger/guides"
"Storbyens virkeliggjorte længsler - Kirkerne i København og på Frederiksberg 1860-1940","Anne-Mette Gravlund","1. udgave fra 2001 på forlaget Foreningen til Gamle Bygningers Bevaring","8787546183","40 kr","http://www.bogbasen.dk/images/3670880_125_125.jpg","Lokalhistorie","Kirkehistorie"
"Fremtidens Pris - Talmagi i miljøpolitikken","Henning Schroll m.fl. (Red)","1. udgave fra 1999 på forlaget Mellemfolkeligt samvirke og Det Økologiske Råd","87-7028-954-9","25 kr","http://www.bogbasen.dk/images/3728833_125_125.jpg","Miljø","Politik","Studiebøger"
"Kirker og bygninger - fra Geodætisk instituts arkiv","E. Sloth Arentzen og Kjeld de Fine Licht"," fra 1974 på Geodætisk Instituts forlag","87-7028-954-9","30 kr","http://www.bogbasen.dk/images/3670647_125_125.jpg","Historie:Kultur","Kirkehistorie","Arkitektur"
"Stoftryk som hobby","G. Åhlberg og O. Jarneryd"," fra 1959 på forlaget Høst og søn","87-7028-954-9","20 kr","http://www.bogbasen.dk/images/3482203_125_125.jpg","Håndarbejde/hobby/håndværk"
"Fremtidens fosterdiagnostik","Det etiske råd"," fra 2009 på forlaget Det etiske råd. Hft. 125 sider","978-87-91112-87-4","25 kr","http://www.bogbasen.dk/images/3673129_125_125.jpg","Studiebøger"
"Mongoliet","Walter Bosshard"," fra 1954 på forlaget Fremad. Indb. 237sider, illustreret","978-87-91112-87-4","20 kr","http://www.bogbasen.dk/images/3673129_125_125.jpg","Samfund & historie"
"Kæmp for alt, hvad du har kært-","Hans Edvard Teglers"," fra 1946 på forlaget Gyldendal","978-87-91112-87-4","30 kr","http://www.bogbasen.dk/images/3430579_125_125.jpg","Anden verdenskrig"
"Jugoslaviske håndarbejder - folkelige broderier fra Kroatien","Dr. Jelka Radauš Ribaric (red)"," fra 1976 på forlaget Høst og søn","8714276186","25 kr","http://www.bogbasen.dk/images/3653311_125_125.jpg","Håndarbejde/hobby/håndværk"
"Uld og redskab - temasløjd 1","Søren Vælds"," fra 1986 på forlaget Notabene","8774902865","25 kr","http://www.bogbasen.dk/images/3655090_125_125.jpg","Håndarbejde/hobby/håndværk"
"Batik - Håndværk og billedkunst","Karen Yding"," fra 1979 på forlaget Borgen. Indb. 117sider. Udgået biblioteksbog i fin stand.","8741848365","15 kr","http://www.bogbasen.dk/images/3731476_125_125.jpg","Håndarbejde/hobby/håndværk"
"Røde Ulv","Liza Marklund","1. udgave fra 2003 på forlaget Gyldendal. INDB, 240sider","8741848365","20 kr","http://www.bogbasen.dk/images/3737885_125_125.jpg","Skønlitteratur"
"Kirkemusikleksikon","Peter Ryom"," fra 2002 på forlaget Christian Ejlers. Indb. 221sider.","87-7241-984-9","75 kr","http://www.bogbasen.dk/images/3733305_125_125.jpg","Historie:Kultur"
"Buske & Træer - Planlægning og det rigtige valg af planter og træer i haven.","Inger Palmstierna","1. udgave fra 2000 på forlaget L&R; Fakta. Indb.stort format, 237sider.","8761401412","40 kr","http://www.bogbasen.dk/images/3738836_125_125.jpg","Hus & have"
"Saltvandsakvariet - Koralrev - Mangrove - Nordsø","Meulengracht-Madsen, Eggers, Probst, Lange"," fra 1977 på forlaget Lademann","8715082032","30 kr","http://www.bogbasen.dk/images/3655043_125_125.jpg","Hobby"
"Stueplantedoktoren","WilliAm Davidson"," fra 1985 på forlaget Danmark","8715050459","20 kr","http://www.bogbasen.dk/images/3655086_125_125.jpg","Hus & have"
"Den åbne dør","Anders Bodelsen"," fra 1998 på forlaget Gyldendal, indb., 100 sider","8700620572","15 kr","http://www.bogbasen.dk/images/3731499_125_125.jpg","Skønlitteratur","Historie:Danmark","Arkæologi","Romaner","Samfund & historie","Skønlitteratur","Skønlitteratur","Humor","Biografier","Idræt","Skønlitteratur","Børnebøger","Sundhed","Medicin","Humor","Skønlitteratur","Romaner","Skønlitteratur","Romaner","Historie:Kultur","Kirkehistorie","Håndarbejde/hobby/håndværk","Studiebøger","Filosofi","Skønlitteratur","Skuespil","Filosofi","Børnebøger","Ungdom","Skønlitteratur","Fortællinger","Teologi","Studiebøger","Samfund & historie","Lokalhistorie","Studiebøger","Naturvidenskab","Erindringer","Samfund & historie","Amerika/USA","Håndarbejde/hobby/håndværk","Hobby","Skønlitteratur","Noveller","Fortællinger","Kogebøger","Historie:Kultur","Skønlitteratur","Skuespil","Religion","Anden verdenskrig","Samfundsvidenskab","Børnebøger","Samfund & historie","Studiebøger","Filosofi","Ledelse & Management","Studiebøger","Studiebøger","Skønlitteratur","Skønlitteratur","Romaner","Krimi/spænding","Kunst & kultur","Kemi","Studiebøger","Skønlitteratur","Ungdom","Skønlitteratur","Litteraturvidenskab","Selvudvikling","Romaner"
"Politikens Vinbog","Flemming Hvelplund"," fra 1986 på forlaget Politiken","8700011142","30 kr","http://www.bogbasen.dk/images/3720766_125_125.jpg","Vinbøger","Hobby"
"Politikens Stueplantebog","Frank Hejndorf","1. udgave fra 1984 på forlaget Politiken","8756739001","40 kr","http://www.bogbasen.dk/images/3655031_125_125.jpg","Hus & have"
"Patchwork Quilt Patterns - more than 100 designs for making your own Heirloom Quilt","Maggie Malone"," fra 1989 på forlaget Weathervane books","0517687909","40 kr","http://www.bogbasen.dk/images/3654504_125_125.jpg","Håndarbejde/hobby/håndværk"
"Festklip - til mange anvendelser og temaer: invitationer - mærkedage - festlige lejligheder og pynt","Claus Pedersen"," fra 1999 på forlaget Klematis","8777218493","30 kr","http://www.bogbasen.dk/images/3652448_125_125.jpg","Håndarbejde/hobby/håndværk"
"Dekoration på glas - idéer til arbejder med Window Color","Lena Lamberth"," fra 2001 på forlaget Lamberth","8778024668","25 kr","http://www.bogbasen.dk/images/3733655_125_125.jpg","Håndarbejde/hobby/håndværk"
"Miraklet og andre historier om forvandling","Kirsten Thonsgaard"," fra 1991 på forlaget Dansklærerforeningen","8777042200","20 kr","http://www.bogbasen.dk/images/3179506_125_125.jpg","Skønlitteratur","Skrøner","Fortællinger"
"Skål for Norge! - Nøstetangens spennende billedverden","Randi Gaustad"," fra 1998 på forlaget Aschehoug. 25x27cm. 196sider, illustreret. Som ny","82-03-22294-3","125 kr","http://www.bogbasen.dk/images/3719958_125_125.jpg","Kunst & kultur","Antikviteter"
"Nunamiut - Blandt Alaskas Indlands-Eskimoer","Helge Ingstad"," fra 1954 på forlaget Fremad. Indb. 267sider, illustreret","82-03-22294-3","25 kr","http://www.bogbasen.dk/images/3719958_125_125.jpg","Samfund & historie"
"Vore Stueplanter - anvisninger på- og pleje af stueplanter","Ann Bonar"," fra 1977 på forlaget Lademann. Indb. 24x32cm. 96sider, illustreret","82-03-22294-3","20 kr","http://www.bogbasen.dk/images/3732662_125_125.jpg","Hus & have"
"Introduktion til PÆDAGOGIK - Opdragelse. dannelse. Socialisering","Finn Held og Flemming Olsen (red)"," fra 2002 på forlaget Frydenlund","87-7887-079-8","45 kr","http://www.bogbasen.dk/images/3655081_125_125.jpg","Pædagogik","Studiebøger"
"Poul Ørum","Det 11. bud"," fra 1973 på forlaget Gyldendal, indb., 160 sider","8700997617","15 kr","http://www.bogbasen.dk/images/3728179_125_125.jpg","Romaner"
"Malet i mørket","Robert Goddard"," fra 1997 på forlaget Gyldendal, indb., 539 sider","8700600474","30 kr","http://www.bogbasen.dk/images/3728180_125_125.jpg","Romaner"
"Onkel Toms Hytte","Harriet Beecher Stowe"," fra 1960 på forlaget Fremad","8700600474","10 kr","http://www.bogbasen.dk/images/3519431_125_125.jpg","Børnebøger"
"Rejsen til månen","Jules Verne"," fra 1961 på forlaget Fremad","8700600474","10 kr","http://www.bogbasen.dk/images/3731912_125_125.jpg","Ungdom","Børnebøger"
"Karnas arv","Herbjørg Wasmo"," fra 1999 på forlaget Bogklubben 12 bøger, indbundet, 574 sider","8700600474","20 kr","http://www.bogbasen.dk/images/3727058_125_125.jpg","Skønlitteratur","Romaner"
"CityPack ROM - guide med stort bykort","Tim Jepson","2. udgave fra 2000 på forlaget GAD","87-12-03517-3","20 kr","http://www.bogbasen.dk/images/3732611_125_125.jpg","Rejsebøger/guides"
"Stor og dejlig","Ruthanne Olds"," fra 1985 på forlaget Lademann","87-15-05056-4","20 kr","http://www.bogbasen.dk/images/3641198_125_125.jpg","Personlig udvikling"
"I Mesterens Fodspor","H. V. Morton"," fra 1937 på forlaget Berlingske","87-15-05056-4","25 kr","http://www.bogbasen.dk/images/3656214_125_125.jpg","Studiebøger","Religion"
"Spor på Jorden","Sally Salminen"," fra 1960 på forlaget Hasselbalch. Indb. 207sider","87-15-05056-4","15 kr","http://www.bogbasen.dk/images/3656214_125_125.jpg","Skønlitteratur"
"Filtlegetøj - Hjemmeværkstedet","E. Mochrie og I. P. Roseaman"," fra 1979 på forlaget Notabene","8774901834","20 kr","http://www.bogbasen.dk/images/3480246_125_125.jpg","Håndarbejde/hobby/håndværk"
"Afskårne Blomster - alt om arrangement og pasning","Grethe Clausen og Astrid Hansen"," fra 1979 på forlaget Notabene","8774901834","10 kr","http://www.bogbasen.dk/images/3729855_125_125.jpg","Hus & have"
"Din næstes hus","Jette A.  Kaarsbøl"," fra 2010 på forlaget Gyldendal","978-87-02-07234-1","25 kr","http://www.bogbasen.dk/images/3708337_125_125.jpg","Skønlitteratur","Romaner"
"Anden Verdenskrig - Forspillet til tragedien Lynkrigen mod Polen","Janusz Piekalkiewicz"," fra 1999 på Peter Asschenfeldts nye forlag, indb. 256 sider, illustreret","978-87-02-07234-1","25 kr","http://www.bogbasen.dk/images/3729968_125_125.jpg","Anden verdenskrig"
"Nielsine Nielsens erindringer - Danmarks første kvindelige læge (1850- 1916)","Nielsine Nielsen","2. udgave fra 1986 på forlaget Nyt Nordisk. Hft 150 sider. Fin stand","87-17-05361-7","20 kr","http://www.bogbasen.dk/images/3733307_125_125.jpg","Erindringer"
"Politikens store Lægebog","Jerk W. Langer (red)","3. udgave fra 1996 på forlaget Politiken. Indb. 336sider illustreret","87-567-5689-5","25 kr","http://www.bogbasen.dk/images/3726483_125_125.jpg","Skønlitteratur","Historie:Danmark","Arkæologi","Romaner","Samfund & historie","Skønlitteratur","Skønlitteratur","Humor","Biografier","Idræt","Skønlitteratur","Børnebøger","Sundhed","Medicin","Humor","Skønlitteratur","Romaner","Skønlitteratur","Romaner","Historie:Kultur","Kirkehistorie","Håndarbejde/hobby/håndværk","Studiebøger","Filosofi","Skønlitteratur","Skuespil","Filosofi","Børnebøger","Ungdom","Skønlitteratur","Fortællinger","Teologi","Studiebøger","Samfund & historie","Lokalhistorie","Studiebøger","Naturvidenskab","Erindringer","Samfund & historie","Amerika/USA","Håndarbejde/hobby/håndværk","Hobby","Skønlitteratur","Noveller","Fortællinger","Kogebøger","Historie:Kultur","Skønlitteratur","Skuespil","Religion","Anden verdenskrig","Samfundsvidenskab","Børnebøger","Samfund & historie","Studiebøger","Filosofi","Ledelse & Management","Studiebøger","Studiebøger","Skønlitteratur","Skønlitteratur","Romaner","Krimi/spænding","Kunst & kultur","Kemi","Studiebøger","Skønlitteratur","Ungdom","Skønlitteratur","Litteraturvidenskab","Selvudvikling","Romaner","Sygdom/sundhed","Medicin"
"Lægeråd fra A-Å","Line Schmidt-Madsen (red)"," fra 1996 på forlaget Gyldendal. Indb. 400sider. Som ny.","87-00-24818-5","30 kr","http://www.bogbasen.dk/images/3726650_125_125.jpg","Sygdom/sundhed"
"Den lille Konge","Janusz Korczak"," fra 1982 på forlaget Komma","87-87837-43-9","15 kr","http://www.bogbasen.dk/images/3718810_125_125.jpg","Skønlitteratur","Børnebøger"
"M.C.Eschers Tryllespejl - om den store Hollandske Grafikers teknik","Bruno Ernst"," fra 1988 på forlaget Taco","3-89268-052-3","25 kr","http://www.bogbasen.dk/images/3726476_125_125.jpg","Kunsthistorie"
"Euro-sjælen - Kirken mellem folkestyre og unionsstyre","Helge Rørtoft-Madsen","1. udgave fra 1999 på forlaget Vindrose","87-7456-603-2","20 kr","http://www.bogbasen.dk/images/3480165_125_125.jpg","Studiebøger","Politik"
"Boringer","Henning Farup Sell"," fra 1982 på forlaget Hammer. Hft. 260sider","87-88391-00-0","20 kr","http://www.bogbasen.dk/images/3736947_125_125.jpg","Skønlitteratur"
"De hemmelige SYV på nye eventyr","Enid Blyton"," fra 1959 på forlaget Grafisk. Indb. 80sider, illustreret. ","87-88391-00-0","10 kr","http://www.bogbasen.dk/images/3718165_125_125.jpg","Børnebøger"
"Arven","Nevil Shute"," fra 1959 på forlaget Grafisk. Indb. 80sider, illustreret. ","87-88391-00-0","15 kr","http://www.bogbasen.dk/images/3718165_125_125.jpg","Romaner"
"Farvel & Tak ! - 101 morsomme, overraskende, bizarre, fantastiske og idiotiske måder at dø på","Peter Bowler og Jonathon Green"," fra 1986 på forlaget Frederik E","8787168995","20 kr","http://www.bogbasen.dk/images/3480188_125_125.jpg","Humor"
"LYRIKBOKEN - en svensk antologi","Daniel Andreæ, Tage Nilsson (red)"," fra 1975 på forlaget Forum. Indb. 626sider. Svensk tekst. Fin stand","91 37 04025 1","15 kr","http://www.bogbasen.dk/images/3711437_125_125.jpg","Litteraturvidenskab"
"Ulvemanden","Ian Rankin"," fra 2003 på forlaget Klim. Hardback. 305sider. Fin stand","91 37 04025 1","25 kr","http://www.bogbasen.dk/images/3652470_125_125.jpg","Romaner","Krimi/spænding"
"Jagtfalken","Stuart Harrison","1. udgave fra 1999 på forlaget Egmont, indb. 320 sider","91 37 04025 1","20 kr","http://www.bogbasen.dk/images/3652603_125_125.jpg","Skønlitteratur","Romaner"
"Vejers","Palle Uhd Jepsen & Mariann Ploug"," fra 2006 på forlaget Musset for Varde og omegn. Indb. 163 sider. ","87-89834-59-3","25 kr","http://www.bogbasen.dk/images/3732045_125_125.jpg","Lokalhistorie"
"Kunstens Historie med 370 illustrationer","E. H. Gombrick"," fra 1954 på forlaget Steen Hasselbalch. Indb. m. smudsomslag i kassette. 460sider illustreret.","87-89834-59-3","35 kr","http://www.bogbasen.dk/images/3725727_125_125.jpg","Kunsthistorie"
"Den tolvte rytter","Ib Michael"," fra 1993 på forlaget Gyldendal","8700142964","20 kr","http://www.bogbasen.dk/images/3733545_125_125.jpg","Skønlitteratur","Romaner"
"Livet i Oldtiden - III - Oldtidens skæmt og humor","Frederik Poulsen"," fra 1958 på forlaget Nyt Nordisk","8700142964","20 kr","http://www.bogbasen.dk/images/3720753_125_125.jpg","Historie:Kultur"
"Troldepus i Norge","Dines Skafte Jespersen"," fra 1967 på Chr. Erichsens forlag","87-555-0283-0","10 kr","http://www.bogbasen.dk/images/3718811_125_125.jpg","Skønlitteratur","Børnebøger"
"Endelig Fyrre - Hjertelig tillykke","Ursula Koller"," fra 1992 på forlaget Krystal","8778250056","20 kr","http://www.bogbasen.dk/images/3480154_125_125.jpg","Humor"
"Din næstes hus","Jette A. Kaarsbøl"," fra 2010 på forlaget Gyldendal, indb., 371 sider","9788700798496","25 kr","http://www.bogbasen.dk/images/3708336_125_125.jpg","Romaner"
"Hej Mor! - Hej Far! - Børn fra hele verden tegner og skriver til deres mor og far","Richard og Helen Exley"," fra 1979 på forlaget Wøldike","87-7233-811-3","15 kr","http://www.bogbasen.dk/images/3718176_125_125.jpg","Børnebøger"
"Vinrejsen til Frankrig - En rigt illustreret rejsefører til franske vinslotte, vinmarker, hoteller, restauranter m.m.","Hugh Johnson & Hubrecht Duijker","2. udgave fra 1999 på forlaget L&R; FAKTA. Indb. 24x30cm. 264sider, som ny","8761401269","35 kr","http://www.bogbasen.dk/images/3720778_125_125.jpg","Vinbøger","Hobby"
"LÆSERAKETTEN 2012 - Liberia - Hele verden i skole","Helle Gudmandsen m.fl (red)"," fra 2012 på forlaget Ibis. Hft. 112sider, illustreret. Fin stand","8761401269","10 kr","http://www.bogbasen.dk/images/3741337_125_125.jpg","Børnebøger"
"HumanResource Management. Fremtidens Vinderkriterium.","Lis Bonnor- Klaus Lund - Kirsten Meldgaard","1. udgave fra 2000 på forlaget  Børsen. Indb. 245 sider. ","87-7553-776-1","30 kr","http://www.bogbasen.dk/images/3726462_125_125.jpg","Studiebøger"
"Balladen om Marie - En biografi om Marie Krøyer","Tonni Arnold"," fra 2000 på forlaget Gyldendal. Indb. 420sider, illustreret med fotos. Fin stand","87-7553-776-1","25 kr","http://www.bogbasen.dk/images/3731452_125_125.jpg","Biografier"
"Lynstegning i Wok - Lynstegningens hurtige og enkle hemmeligheder","Bridget Jones"," fra 1998 på forlaget Könemann. Hft. 22x30cm. 80sider, illustreret. Som ny","3-8290-0932-1","15 kr","http://www.bogbasen.dk/images/3719250_125_125.jpg","Mad & gastronomi","Kogebøger"
"Glem ikke - En burleske","Ole Sarvig"," fra 1972 på forlaget Gyldendal. Hft. 146sider. Fin stand","","15 kr","http://www.bogbasen.dk/images/3719243_125_125.jpg","Skønlitteratur","Historie:Danmark","Arkæologi","Romaner","Samfund & historie","Skønlitteratur","Skønlitteratur","Humor","Biografier","Idræt","Skønlitteratur","Børnebøger","Sundhed","Medicin","Humor","Skønlitteratur","Romaner","Skønlitteratur","Romaner","Historie:Kultur","Kirkehistorie","Håndarbejde/hobby/håndværk","Studiebøger","Filosofi","Skønlitteratur","Skuespil","Filosofi","Børnebøger","Ungdom","Skønlitteratur","Fortællinger","Teologi","Studiebøger","Samfund & historie","Lokalhistorie","Studiebøger","Naturvidenskab","Erindringer","Samfund & historie","Amerika/USA","Håndarbejde/hobby/håndværk","Hobby","Skønlitteratur","Noveller","Fortællinger","Kogebøger","Historie:Kultur","Skønlitteratur","Skuespil","Religion","Anden verdenskrig","Samfundsvidenskab","Børnebøger","Samfund & historie","Studiebøger","Filosofi","Ledelse & Management","Studiebøger","Studiebøger","Skønlitteratur","Skønlitteratur","Romaner","Krimi/spænding","Kunst & kultur","Kemi","Studiebøger","Skønlitteratur","Ungdom","Skønlitteratur","Litteraturvidenskab","Selvudvikling","Romaner","Sygdom/sundhed","Medicin","Skønlitteratur"
"Fra fødsel til skolestart - hvordan gik det?","Anita Fogh m.fl."," fra 1985 på forlaget Dansk Sygeplejeråd","8787651912","20 kr","http://www.bogbasen.dk/images/3644274_125_125.jpg","Studiebøger"
"Harem - Et kig ind i en lukket kvindeverden med ufattelig rigdom, skønhed og ro","Devise Zintgraff og Emina Cevro Vukovic"," fra 1998 på forlaget Ekstra Bladet","8777310993","25 kr","http://www.bogbasen.dk/images/3653310_125_125.jpg","Erindringer"
"KONCERT haandBOGEN - Orkester- og Vokalmusik 1:fra Barok til Romantik - 2:fra Romantik til Impressionisme - 3:det 20.aarhundredes Musik","Gerhard Schepelern og Gereon Brodin"," fra 1959 på forlaget Gjellerup. Hft. 3 bøger, 509+603+559sider","8777310993","100 kr","http://www.bogbasen.dk/images/3708770_125_125.jpg","Studiebøger","Musik"
"Folk og Kultur. - Årbog for Dansk Etnologi og Folkemindevidenskab 2008","Helle Nysted Andersen m.fl. (Red)"," fra 2008 på forlaget Foreningen Danmarks Folkeminder","8777310993","30 kr","http://www.bogbasen.dk/images/3652452_125_125.jpg","Samfundsvidenskab"
"Livet i Danmark 1937-1942 - Gemt og Glemt i Alvor Og Skæmt","Axel Kjerulf","2. udgave fra 1969 på forlaget Hassings. Indb. 24x31cm. 271sider, illustreret.","8777310993","35 kr","http://www.bogbasen.dk/images/3725391_125_125.jpg","Samfund & historie"
"Shakespeare for Folket. Kong Henrik IV. Købmanden i Venedig. Hamlet","William Shakespeare"," fra 1901 på Det Nordiske Forlag","8777310993","25 kr","http://www.bogbasen.dk/images/3261327_125_125.jpg","Skønlitteratur","Skuespil"
"Morderisk Bedrag","Dan Brown","5. udgave fra 2009 på forlaget Hr. ferdinand","978-87-91746-78-9","35 kr","http://www.bogbasen.dk/images/3263926_125_125.jpg","Skønlitteratur","Krimi/spænding"
"Politikens Håndbog i lokalhistorie","Jens Fleischer","1. udgave fra 1991 på forlaget Politiken","87-567-4825-6","45 kr","http://www.bogbasen.dk/images/3528089_125_125.jpg","Lokalhistorie"
"Min ungdoms ø","Hans Holten Hansen","1. udgave fra 1972 på forlaget Lindhardt og Ringhof","87-7560-056-0","20 kr","http://www.bogbasen.dk/images/3480574_125_125.jpg","Romaner"
"Fabeldyr","J. W. Krutch"," fra 1974 på forlaget Munksgaard","87-16-01534-7","20 kr","http://www.bogbasen.dk/images/3480174_125_125.jpg","Litteraturvidenskab"
"Den Stundesløse, komedie i tre akter","Ludvig Holberg"," fra 1985 på forlaget Dansklærerforeningen","87-87813-64-5","20 kr","http://www.bogbasen.dk/images/3733233_125_125.jpg","Skønlitteratur","Skuespil"
"Olaf fra Skuld","Stefán Jónsson"," fra 1974 på forlaget Alle børns bogklub","87-7499-004-7","10 kr","http://www.bogbasen.dk/images/3731914_125_125.jpg","Ungdom","Børnebøger"
"Forræder- Fæ & Frænde","Ebbe Kløvedal Reich"," fra 1987 på forlaget Dansklærerforeningen","87-77040-13-9","25 kr","http://www.bogbasen.dk/images/3480266_125_125.jpg","Skønlitteratur"
"Eventyr og ægteskab. - læsninger i eventyrets oversete virkelighed","Hugo Hørlyck Karlsen"," fra 1984 på forlaget Dansklærerforeningen/Skov","87-87813-23-8","20 kr","http://www.bogbasen.dk/images/3480170_125_125.jpg","Litteraturvidenskab"
"Bogen om Abel Schrøder 1602-1676 Næstveds store Barokmester. Billedsnider-organist-humorist","Mogens von Haven"," fra 1995 på forlaget Nationalmuseet","8789384172","20 kr","http://www.bogbasen.dk/images/3732502_125_125.jpg","Lokalhistorie"
"Det store Øde - en bog om at fortælle","Kirsten Thonsgaard"," fra 1991 på forlaget Dansklærerforeningen","8777040759","20 kr","http://www.bogbasen.dk/images/3733660_125_125.jpg","Selvudvikling"
"Danske Kirker - Turistforeningen for Danmark - årbog 1962","Kristjan Bure"," fra 1962 på forlaget Berlingske bogtrykkeri","8777040759","20 kr","http://www.bogbasen.dk/images/3733194_125_125.jpg","Kirkehistorie"
"Krølle på halen","Linda Jennings og Tim Warnes"," fra 1995 på forlaget Thorup. Udg.biblioteksbog","8777040759","10 kr","http://www.bogbasen.dk/images/3718189_125_125.jpg","Børnebøger"
"Fra mit hjerte, min køjesæk og min græske logbog","Troels Kløvedal"," fra 1983 på forlaget Gyldendal. Indb. 211sider, illustreret","87-01-10421-7","25 kr","http://www.bogbasen.dk/images/3672124_125_125.jpg","Samfund & historie","Erindringer"
"Hverdagsfisken, dansk-vietnamesisk kogebog - Nemt lækkert og billigt","Pernille Stokkebye Gertsen"," fra 2006 på forlaget Butler A/S. Indb. 45sider, illustreret","87-001198-0-3","15 kr","http://www.bogbasen.dk/images/3708972_125_125.jpg","Kogebøger"
"Skolen i Landbosamfundet, ca 1880-1900","Bodil K. Hansen"," fra 1977 på forlaget Landbohistorisk selskab","87-001198-0-3","25 kr","http://www.bogbasen.dk/images/3130653_125_125.jpg","Lokalhistorie"
"Bonden, kommunen og demokratiet. Det lokale selvstyres etablering på landet i Danmark 1841-1867","Harry Christensen"," fra 1997 på forlaget Udgiverselskabet ved Landsarkivet. 2 Indb.bøger  793sider. Illustreret med fotos og kort m.m. Som ny.","8789039300","50 kr","http://www.bogbasen.dk/images/3736942_125_125.jpg","Studiebøger","Samfundsvidenskab"
"Ernest Hemingway - Gigantens liv og død","Kurt Singer"," fra 1962 på forlaget Chr. Erichsen. Hft. 194sider","8789039300","20 kr","http://www.bogbasen.dk/images/3663511_125_125.jpg","Biografier"
"Anordning for Almueskolevæsenet på Landet i Danmark 1814","Chr. Kjeldsen (red)"," fra 1980 på forlaget Kroghs Skolehåndbog","8789039300","20 kr","http://www.bogbasen.dk/images/3729979_125_125.jpg","Samfundsvidenskab"
"Limfjorden - turistforeningen for Danmark, årbog 1958","Kristjan Bure ( red)"," fra 1958","","20 kr","http://www.bogbasen.dk/images/3131177_125_125.jpg","Skønlitteratur","Historie:Danmark","Arkæologi","Romaner","Samfund & historie","Skønlitteratur","Skønlitteratur","Humor","Biografier","Idræt","Skønlitteratur","Børnebøger","Sundhed","Medicin","Humor","Skønlitteratur","Romaner","Skønlitteratur","Romaner","Historie:Kultur","Kirkehistorie","Håndarbejde/hobby/håndværk","Studiebøger","Filosofi","Skønlitteratur","Skuespil","Filosofi","Børnebøger","Ungdom","Skønlitteratur","Fortællinger","Teologi","Studiebøger","Samfund & historie","Lokalhistorie","Studiebøger","Naturvidenskab","Erindringer","Samfund & historie","Amerika/USA","Håndarbejde/hobby/håndværk","Hobby","Skønlitteratur","Noveller","Fortællinger","Kogebøger","Historie:Kultur","Skønlitteratur","Skuespil","Religion","Anden verdenskrig","Samfundsvidenskab","Børnebøger","Samfund & historie","Studiebøger","Filosofi","Ledelse & Management","Studiebøger","Studiebøger","Skønlitteratur","Skønlitteratur","Romaner","Krimi/spænding","Kunst & kultur","Kemi","Studiebøger","Skønlitteratur","Ungdom","Skønlitteratur","Litteraturvidenskab","Selvudvikling","Romaner","Sygdom/sundhed","Medicin","Skønlitteratur","Lokalhistorie"
"Digtere fortæller om deres barndom 2 - Forventningens Land","Jørgen Andersen (red.)"," fra 1961 på forlaget Gyldendal","","15 kr","http://www.bogbasen.dk/images/3733664_125_125.jpg","Erindringer"
"Julefortællinger - 18 populære eventyr","Disney"," fra 2010 på forlaget Gyldendal, indb. 301sider illustreret med Disney-tegninger","9788703040592","50 kr","http://www.bogbasen.dk/images/3718634_125_125.jpg","Børnebøger"
